id|movie_id|user_uid|seen_date|to_watch|was_seen|rating|created_at
dbfe9898-df98-47ad-8d9f-629c9df31ec3|d1d76317-128d-4504-a6c2-33ced79416e2|Y65kH8EWhHYHe57xYPumxPGnDWw2||t|t|4|2020-10-14 09:35:14.240585+00
06545efe-1fe9-47cc-acb6-ac5b81fbf39d|87a6e413-ff5e-4a01-821e-55279f4a34c1|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|2|2020-10-24 18:04:38.498484+00
c34d1d25-2c3a-461a-8fb3-d0b53a43af0c|808ab13d-3175-45b0-b42e-5314dd6b5835|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|0|2020-10-24 18:39:08.859867+00
741e6721-7f38-4100-b6cf-67d0c228d55d|20ee51af-149a-4dc1-9a35-69fe3b35f67b|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-24 18:55:23.057186+00
07d88e2f-6153-4b27-ae8a-a34b14ea6b40|382003aa-3eb3-4942-8cd8-651fef85213f|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-13 21:12:35.012922+00
bbd08bb4-a220-4c5f-a455-76d6130d0b1a|f098f19d-2251-4340-8abe-a89fcabc299f|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-13 18:41:49.329965+00
fd922221-ca38-42c0-909a-e03a3e5e7b63|5cc15833-4b16-4c51-b444-1d20bf6c4208|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|2|2020-10-13 18:41:50.691322+00
37978dbb-7aa9-4e0a-8582-5d8ea8c3109e|19da408b-67c1-485f-8059-8040084fb466|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-13 21:12:07.311727+00
f51eebf3-8f1c-4e93-acba-8aca9c27e84c|4c33d9b7-e8e9-47c8-bc94-1a8a38a67d28|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-13 21:13:25.12449+00
3ee3c0e4-fc76-4aba-8ca5-52b4fe3cdced|e999d3dc-90a0-4afb-9af2-443a4d33ed40|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-15 10:11:23.798419+00
ef725f06-367d-4fa5-b760-7f136d92b81d|4a57ccd0-663f-43b5-9205-9d534afbd6eb|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-13 21:12:29.714347+00
d50fce58-3c21-487f-bba4-34d5958ac8e9|bd6526da-fbb6-4ab6-a654-72d23ff755dc|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|2|2020-10-15 10:13:04.669125+00
a7ab58b4-ee4b-4942-a432-e0af6d755099|7b5c4ed7-3669-4117-bba6-178ab0929d8a|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-13 21:13:21.101455+00
729bde15-fa46-4145-a48e-ecb4732ae5ea|f5e417bf-a569-4023-bd0b-38c3dd3e3d0a|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-15 10:12:12.67473+00
14d19939-3c66-4e13-b291-cf57e9360d3f|a99e8cc3-d41c-43d3-a709-4c66d452cd7b|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-15 10:12:07.399771+00
e52ecc11-4d72-4286-bb20-aceda77a208e|d9832357-c826-4f51-8eb7-24a96ddb73d3|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|2|2020-10-15 10:13:55.17127+00
ce32234c-e71e-439d-97cd-0ec7c636f817|7a97cbae-4232-4eec-a7d0-5a52d4a489a5|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|2|2020-10-15 10:12:31.237049+00
1de6d7cf-6637-4828-a7db-91c011431c22|9ad81b97-9e74-42c7-b902-fb70cbba8ea5|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-13 21:11:56.833045+00
64fd0a7e-3ad9-4fad-8481-b195665e5c77|91902d81-93db-488d-ae33-b80c5695da42|Y65kH8EWhHYHe57xYPumxPGnDWw2||t|t|5|2020-10-14 16:37:09.91619+00
9491cfc9-0942-49b2-ad2c-c269b8899bd2|acee3337-5edd-46da-862f-fa0e9578ba2d|Y65kH8EWhHYHe57xYPumxPGnDWw2||t|t|4|2020-10-15 10:13:32.622715+00
3afeea5a-0e09-4e61-b975-545e09099f7f|a564b8c6-2d48-4c19-953e-d57043753226|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-15 10:12:04.164733+00
5ceb443a-d8e0-4707-bbd2-aae1febd37b4|61ce8aa6-c571-487b-b80b-3a23ac6cf2de|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|4|2020-10-13 21:12:13.989718+00
e12a22c0-eefd-4c90-8a9c-e8e89914bdfe|a0737a77-e1fa-4117-8637-bf04917238a8|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|5|2020-10-13 18:41:52.149306+00
7f90817e-3ec6-434f-8ac0-c15d43b506d5|684b810e-ea25-423c-af92-c14445a9fc8a|Y65kH8EWhHYHe57xYPumxPGnDWw2||f|t|3|2020-10-13 21:12:55.098809+00
